CustomerID,Name,Age,Gender,Geography,SubscriptionPlan
15603082,Customer 1463,65,Female,USA,Standard
15603088,Customer 1464,26,Male,Germany,Basic
15603096,Customer 1465,33,Female,USA,Standard
15603111,Customer 1466,60,Male,Canada,Basic
15603134,Customer 1467,54,Male,Germany,Basic
15603135,Customer 1468,42,Female,Germany,Basic
15603156,Customer 1469,61,Male,Germany,Basic
15603170,Customer 1470,49,Female,France,Premium
15603203,Customer 1471,69,Female,Canada,Standard
15603216,Customer 1472,48,Female,UK,Basic
15603221,Customer 1473,26,Male,Germany,Premium
15603246,Customer 1474,49,Female,Canada,Standard
15603247,Customer 1475,64,Female,Canada,Standard
15603319,Customer 1476,69,Female,UK,Basic
15603323,Customer 1477,36,Female,Germany,Premium
15603328,Customer 1478,64,Female,Germany,Basic
15603378,Customer 1479,70,Female,USA,Standard
15603436,Customer 1480,60,Female,France,Basic
15603454,Customer 1481,64,Male,France,Premium
15603465,Customer 1482,35,Female,France,Premium
15603481,Customer 1483,49,Male,UK,Basic
15603550,Customer 1484,28,Female,Canada,Standard
15603554,Customer 1485,33,Male,France,Basic
15603565,Customer 1486,67,Female,Canada,Standard
15603582,Customer 1487,55,Male,Canada,Standard
15603594,Customer 1488,19,Male,Germany,Premium
15603665,Customer 1489,25,Male,Canada,Premium
15603674,Customer 1490,49,Male,UK,Premium
15603683,Customer 1491,22,Female,Canada,Premium
15603741,Customer 1492,54,Male,Canada,Standard
15603743,Customer 1493,56,Female,France,Basic
15603749,Customer 1494,34,Female,France,Basic
15603764,Customer 1495,27,Female,Germany,Basic
15603794,Customer 1496,29,Male,Germany,Standard
15603830,Customer 1497,26,Female,Canada,Standard
15603846,Customer 1498,42,Female,Germany,Premium
15603851,Customer 1499,69,Female,Germany,Basic
15603880,Customer 1500,43,Female,USA,Standard
15603883,Customer 1501,59,Male,Germany,Standard
15603914,Customer 1502,49,Male,France,Premium
15603925,Customer 1503,42,Male,Canada,Basic
15603942,Customer 1504,60,Male,Canada,Premium
15604020,Customer 1505,47,Male,UK,Premium
15604044,Customer 1506,54,Female,UK,Premium
15604073,Customer 1507,64,Female,UK,Standard
15604093,Customer 1508,51,Female,UK,Basic
15604119,Customer 1509,24,Male,Germany,Standard
15604130,Customer 1510,37,Male,USA,Premium
15604138,Customer 1511,41,Female,USA,Basic
15604146,Customer 1512,39,Male,Canada,Standard
15604158,Customer 1513,50,Male,Germany,Standard
15604196,Customer 1514,32,Male,USA,Standard
15604217,Customer 1515,41,Male,Germany,Standard
15604295,Customer 1516,62,Male,France,Basic
15604304,Customer 1517,64,Male,UK,Basic
15604314,Customer 1518,40,Male,UK,Basic
15604345,Customer 1519,23,Male,USA,Premium
15604348,Customer 1520,36,Male,UK,Premium
15604355,Customer 1521,38,Female,UK,Basic
15604482,Customer 1522,53,Female,USA,Standard
15604497,Customer 1523,53,Male,UK,Basic
15604515,Customer 1524,57,Female,Canada,Basic
15604536,Customer 1525,30,Female,Canada,Basic
15604544,Customer 1526,22,Female,France,Basic
15604551,Customer 1527,31,Male,Germany,Basic
15604576,Customer 1528,46,Female,UK,Standard
15604588,Customer 1529,30,Female,UK,Basic
15604706,Customer 1530,56,Male,UK,Basic
15604732,Customer 1531,57,Female,Canada,Standard
15604782,Customer 1532,21,Male,Canada,Standard
15604792,Customer 1533,21,Male,UK,Standard
15604804,Customer 1534,40,Female,France,Basic
15604813,Customer 1535,51,Male,Germany,Standard
15604818,Customer 1536,45,Female,Canada,Basic
15604832,Customer 1537,60,Female,Germany,Premium
15604891,Customer 1538,53,Male,Canada,Premium
15604963,Customer 1539,32,Female,USA,Premium
15605000,Customer 1540,32,Female,France,Premium
15605020,Customer 1541,55,Female,Canada,Basic
15605036,Customer 1542,33,Female,UK,Standard
15605037,Customer 1543,68,Male,UK,Basic
15605059,Customer 1544,19,Female,France,Premium
15605067,Customer 1545,40,Female,France,Basic
15605072,Customer 1546,37,Female,UK,Premium
15605113,Customer 1547,62,Male,France,Premium
15605130,Customer 1548,23,Male,Germany,Standard
15605134,Customer 1549,59,Male,USA,Standard
15605215,Customer 1550,27,Male,USA,Standard
15605263,Customer 1551,59,Female,USA,Basic
15605264,Customer 1552,25,Male,Canada,Premium
15605275,Customer 1553,42,Male,UK,Standard
15605276,Customer 1554,60,Male,Germany,Basic
15605279,Customer 1555,59,Male,Germany,Premium
15605284,Customer 1556,21,Male,Canada,Standard
15605286,Customer 1557,43,Male,USA,Premium
15605293,Customer 1558,67,Male,France,Standard
15605327,Customer 1559,31,Female,Canada,Basic
15605333,Customer 1560,26,Female,USA,Premium
15605339,Customer 1561,53,Female,Canada,Premium
15605341,Customer 1562,47,Male,Canada,Basic
15605375,Customer 1563,18,Male,USA,Standard
15605424,Customer 1564,35,Male,UK,Standard
15605425,Customer 1565,60,Male,France,Premium
15605447,Customer 1566,53,Male,France,Basic
15605455,Customer 1567,26,Female,France,Premium
15605461,Customer 1568,53,Female,Germany,Basic
15605531,Customer 1569,70,Male,UK,Basic
15605534,Customer 1570,70,Male,UK,Basic
15605622,Customer 1571,42,Male,USA,Basic
15605665,Customer 1572,52,Male,Germany,Standard
15605666,Customer 1573,24,Female,USA,Premium
15605672,Customer 1574,48,Female,UK,Premium
15605673,Customer 1575,38,Male,Germany,Basic
15605684,Customer 1576,31,Male,France,Basic
15605698,Customer 1577,44,Female,Canada,Basic
15605737,Customer 1578,37,Female,USA,Standard
15605742,Customer 1579,61,Male,Germany,Premium
15605791,Customer 1580,32,Male,Germany,Standard
15605804,Customer 1581,70,Male,France,Standard
15605826,Customer 1582,43,Female,Canada,Premium
15605827,Customer 1583,59,Male,USA,Basic
15605835,Customer 1584,65,Male,France,Basic
15605872,Customer 1585,47,Male,France,Basic
15605916,Customer 1586,43,Male,UK,Basic
15605918,Customer 1587,29,Male,UK,Premium
15605926,Customer 1588,56,Male,USA,Basic
15605950,Customer 1589,40,Male,USA,Premium
15605965,Customer 1590,66,Male,France,Premium
15605968,Customer 1591,34,Male,France,Basic
15606003,Customer 1592,59,Male,Canada,Premium
15606076,Customer 1593,50,Female,USA,Basic
15606097,Customer 1594,54,Female,France,Basic
15606115,Customer 1595,34,Female,Canada,Basic
15606133,Customer 1596,52,Male,Canada,Basic
15606149,Customer 1597,37,Male,UK,Basic
15606158,Customer 1598,61,Female,France,Premium
15606177,Customer 1599,39,Female,France,Standard
15606229,Customer 1600,35,Male,Germany,Standard
15606232,Customer 1601,61,Female,Germany,Standard
15606267,Customer 1602,59,Male,UK,Basic
15606273,Customer 1603,33,Male,UK,Basic
15606274,Customer 1604,34,Male,Germany,Basic
15606310,Customer 1605,18,Female,Germany,Premium
15606386,Customer 1606,32,Male,Canada,Premium
15606397,Customer 1607,22,Female,Germany,Premium
15606435,Customer 1608,19,Female,UK,Basic
15606436,Customer 1609,65,Female,Germany,Basic
15606472,Customer 1610,65,Female,France,Premium
15606507,Customer 1611,44,Male,UK,Standard
15606552,Customer 1612,43,Male,UK,Premium
15606554,Customer 1613,51,Female,USA,Premium
15606601,Customer 1614,46,Male,Canada,Premium
15606613,Customer 1615,36,Female,UK,Premium
15606641,Customer 1616,51,Female,USA,Standard
15606755,Customer 1617,48,Female,Germany,Standard
15606836,Customer 1618,31,Male,Canada,Basic
15606841,Customer 1619,61,Male,France,Premium
15606849,Customer 1620,46,Male,USA,Basic
15606855,Customer 1621,64,Female,USA,Standard
15606861,Customer 1622,31,Male,USA,Standard
15606887,Customer 1623,65,Male,Germany,Standard
15606901,Customer 1624,50,Male,USA,Basic
15606915,Customer 1625,51,Female,Canada,Basic
15606944,Customer 1626,47,Female,Canada,Basic
15607040,Customer 1627,32,Male,USA,Basic
15607065,Customer 1628,43,Female,France,Basic
15607098,Customer 1629,56,Male,UK,Basic
15607112,Customer 1630,54,Female,USA,Premium
15607133,Customer 1631,41,Female,France,Premium
15607142,Customer 1632,55,Male,France,Standard
15607170,Customer 1633,68,Male,USA,Standard
15607176,Customer 1634,27,Male,Canada,Standard
15607178,Customer 1635,39,Male,France,Premium
15607230,Customer 1636,52,Male,France,Premium
15607263,Customer 1637,58,Male,USA,Premium
15607269,Customer 1638,34,Male,France,Premium
15607275,Customer 1639,65,Male,Canada,Premium
15607278,Customer 1640,53,Male,France,Standard
15607301,Customer 1641,22,Female,UK,Basic
15607312,Customer 1642,58,Male,France,Premium
15607314,Customer 1643,23,Male,Germany,Basic
15607330,Customer 1644,68,Male,UK,Basic
15607347,Customer 1645,63,Male,Canada,Basic
15607381,Customer 1646,42,Female,Germany,Basic
15607395,Customer 1647,18,Male,France,Basic
15607485,Customer 1648,49,Male,UK,Premium
15607509,Customer 1649,58,Male,Canada,Basic
15607526,Customer 1650,36,Female,Germany,Standard
15607537,Customer 1651,39,Male,Germany,Standard
15607560,Customer 1652,35,Female,UK,Standard
15607577,Customer 1653,40,Female,Canada,Standard
15607598,Customer 1654,39,Female,France,Standard
15607629,Customer 1655,38,Male,France,Basic
15607634,Customer 1656,38,Male,USA,Standard
15607690,Customer 1657,63,Female,UK,Standard
15607691,Customer 1658,28,Male,Germany,Basic
15607713,Customer 1659,67,Female,Germany,Premium
15607746,Customer 1660,48,Female,Canada,Premium
15607748,Customer 1661,59,Female,Canada,Premium
15607753,Customer 1662,37,Female,Canada,Standard
15607786,Customer 1663,59,Female,USA,Standard
15607827,Customer 1664,26,Male,USA,Basic
15607837,Customer 1665,18,Male,UK,Premium
15607874,Customer 1666,22,Male,UK,Standard
15607877,Customer 1667,67,Female,Germany,Premium
15607884,Customer 1668,31,Male,Germany,Basic
15607986,Customer 1669,46,Female,USA,Premium
15607988,Customer 1670,35,Male,USA,Standard
15607990,Customer 1671,51,Male,UK,Premium
15607993,Customer 1672,65,Male,Germany,Basic
15608109,Customer 1673,40,Male,Germany,Premium
15608114,Customer 1674,29,Male,UK,Standard
15608166,Customer 1675,32,Female,Germany,Premium
15608209,Customer 1676,24,Male,Germany,Basic
15608226,Customer 1677,65,Male,USA,Premium
15608230,Customer 1678,59,Male,France,Premium
15608246,Customer 1679,47,Male,USA,Premium
15608328,Customer 1680,69,Female,UK,Premium
15608338,Customer 1681,25,Male,France,Basic
15608344,Customer 1682,42,Female,France,Basic
15608381,Customer 1683,67,Male,UK,Premium
15608387,Customer 1684,29,Female,USA,Premium
15608406,Customer 1685,18,Male,UK,Basic
15608408,Customer 1686,61,Male,UK,Premium
15608528,Customer 1687,26,Female,UK,Premium
15608541,Customer 1688,53,Female,France,Standard
15608588,Customer 1689,54,Female,Canada,Standard
15608595,Customer 1690,55,Male,Germany,Basic
15608653,Customer 1691,36,Male,UK,Premium
15608688,Customer 1692,54,Male,USA,Basic
15608701,Customer 1693,69,Male,USA,Premium
15608726,Customer 1694,63,Female,UK,Standard
15608760,Customer 1695,24,Male,Germany,Premium
15608804,Customer 1696,63,Male,Germany,Premium
15608845,Customer 1697,39,Male,France,Standard
15608873,Customer 1698,23,Female,France,Standard
15608886,Customer 1699,68,Female,Germany,Premium
15608916,Customer 1700,43,Female,USA,Standard
15608956,Customer 1701,18,Female,Canada,Basic
15608968,Customer 1702,55,Female,France,Standard
15609011,Customer 1703,23,Male,UK,Premium
15609058,Customer 1704,38,Male,Canada,Standard
15609070,Customer 1705,55,Female,UK,Standard
15609083,Customer 1706,22,Female,UK,Premium
15609160,Customer 1707,39,Male,UK,Basic
15609176,Customer 1708,49,Female,UK,Premium
15609187,Customer 1709,62,Male,France,Premium
15609254,Customer 1710,45,Male,USA,Basic
15609286,Customer 1711,46,Female,Canada,Premium
15609299,Customer 1712,51,Female,France,Premium
15609319,Customer 1713,34,Male,UK,Standard
15609356,Customer 1714,37,Male,France,Premium
15609458,Customer 1715,53,Female,Germany,Standard
15609475,Customer 1716,51,Female,Germany,Standard
15609510,Customer 1717,28,Male,Germany,Premium
15609521,Customer 1718,67,Male,USA,Basic
15609545,Customer 1719,65,Male,Canada,Premium
15609558,Customer 1720,34,Male,USA,Standard
15609562,Customer 1721,62,Male,UK,Premium
15609618,Customer 1722,48,Male,UK,Basic
15609623,Customer 1723,57,Male,Canada,Standard
15609637,Customer 1724,31,Male,USA,Standard
15609643,Customer 1725,65,Male,Canada,Standard
15609653,Customer 1726,25,Female,USA,Standard
15609669,Customer 1727,57,Female,France,Premium
15609676,Customer 1728,61,Male,Germany,Premium
15609704,Customer 1729,20,Female,UK,Basic
15609735,Customer 1730,38,Female,Germany,Premium
15609758,Customer 1731,55,Female,USA,Premium
15609804,Customer 1732,65,Male,Germany,Premium
15609823,Customer 1733,36,Male,Canada,Basic
15609824,Customer 1734,34,Female,France,Standard
15609899,Customer 1735,43,Female,UK,Premium
15609913,Customer 1736,40,Female,Canada,Basic
15609928,Customer 1737,67,Male,Canada,Standard
15609977,Customer 1738,45,Male,France,Standard
15609987,Customer 1739,56,Female,UK,Premium
15609998,Customer 1740,54,Female,UK,Premium
15610002,Customer 1741,34,Female,Germany,Premium
15610042,Customer 1742,46,Female,Germany,Standard
15610056,Customer 1743,58,Male,Germany,Premium
15610090,Customer 1744,29,Male,Germany,Standard
15610105,Customer 1745,62,Female,Canada,Basic
15610140,Customer 1746,59,Male,Canada,Premium
15610147,Customer 1747,42,Female,USA,Standard
15610156,Customer 1748,50,Male,Germany,Premium
15610165,Customer 1749,38,Male,France,Premium
15610226,Customer 1750,33,Male,UK,Premium
15610271,Customer 1751,46,Female,Canada,Premium
15610337,Customer 1752,23,Female,Germany,Basic
15610343,Customer 1753,68,Female,UK,Basic
15610355,Customer 1754,31,Female,UK,Basic
15610379,Customer 1755,28,Male,Germany,Standard
15610383,Customer 1756,57,Male,UK,Basic
15610403,Customer 1757,63,Female,UK,Premium
15610416,Customer 1758,21,Male,Canada,Basic
15610419,Customer 1759,22,Female,France,Basic
15610426,Customer 1760,50,Male,Canada,Premium
15610433,Customer 1761,60,Male,USA,Premium
15610446,Customer 1762,52,Male,USA,Standard
15610454,Customer 1763,52,Female,Germany,Premium
15610557,Customer 1764,56,Male,USA,Premium
15610594,Customer 1765,52,Female,USA,Standard
15610643,Customer 1766,42,Female,Canada,Basic
15610653,Customer 1767,27,Female,USA,Standard
15610686,Customer 1768,20,Male,Canada,Standard
15610711,Customer 1769,34,Female,France,Standard
15610727,Customer 1770,41,Female,France,Premium
15610753,Customer 1771,19,Female,Germany,Basic
15610755,Customer 1772,33,Female,Canada,Basic
15610765,Customer 1773,32,Female,USA,Premium
15610781,Customer 1774,25,Female,Canada,Standard
15610801,Customer 1775,26,Male,France,Standard
15610900,Customer 1776,19,Female,Germany,Standard
15610903,Customer 1777,52,Male,UK,Premium
15610912,Customer 1778,22,Female,France,Premium
15610930,Customer 1779,19,Female,USA,Premium
15610936,Customer 1780,21,Male,France,Premium
15610972,Customer 1781,24,Male,France,Basic
15611024,Customer 1782,32,Male,Canada,Standard
15611029,Customer 1783,41,Male,Canada,Standard
15611058,Customer 1784,47,Female,USA,Premium
15611088,Customer 1785,46,Male,France,Standard
15611105,Customer 1786,66,Male,Canada,Basic
15611157,Customer 1787,64,Female,UK,Basic
15611171,Customer 1788,52,Male,Germany,Premium
15611186,Customer 1789,25,Male,Germany,Standard
15611189,Customer 1790,35,Female,USA,Basic
15611191,Customer 1791,60,Male,France,Standard
15611223,Customer 1792,32,Male,USA,Premium
15611247,Customer 1793,61,Male,France,Premium
15611287,Customer 1794,20,Female,Germany,Basic
15611315,Customer 1795,69,Male,USA,Premium
15611318,Customer 1796,60,Male,UK,Premium
15611325,Customer 1797,62,Male,France,Standard
15611329,Customer 1798,59,Male,Canada,Basic
15611331,Customer 1799,27,Female,UK,Basic
15611338,Customer 1800,27,Female,UK,Premium
15611365,Customer 1801,34,Male,UK,Standard
15611371,Customer 1802,25,Male,Germany,Standard
15611409,Customer 1803,68,Female,Germany,Premium
15611430,Customer 1804,52,Male,Canada,Standard
15611544,Customer 1805,67,Female,USA,Basic
15611551,Customer 1806,50,Female,UK,Premium
15611579,Customer 1807,31,Female,Canada,Basic
15611580,Customer 1808,60,Male,Canada,Basic
15611599,Customer 1809,18,Female,France,Basic
15611612,Customer 1810,29,Male,Canada,Premium
15611635,Customer 1811,24,Female,USA,Premium
15611644,Customer 1812,44,Male,USA,Basic
15611669,Customer 1813,58,Female,UK,Basic
15611682,Customer 1814,28,Male,Canada,Premium
15611699,Customer 1815,53,Male,Canada,Premium
15611729,Customer 1816,46,Male,USA,Premium
15611756,Customer 1817,30,Female,Germany,Basic
15611759,Customer 1818,52,Male,UK,Basic
15611767,Customer 1819,55,Female,Germany,Standard
15611786,Customer 1820,65,Female,USA,Basic
15611794,Customer 1821,29,Female,UK,Basic
15611800,Customer 1822,63,Female,Canada,Basic
15611848,Customer 1823,55,Female,UK,Premium
15611905,Customer 1824,26,Female,France,Standard
15611947,Customer 1825,30,Male,France,Basic
15611961,Customer 1826,58,Male,France,Standard
15611973,Customer 1827,36,Female,USA,Premium
15612030,Customer 1828,31,Female,USA,Standard
15612043,Customer 1829,70,Female,Canada,Standard
15612050,Customer 1830,68,Male,USA,Basic
15612064,Customer 1831,32,Male,UK,Basic
15612071,Customer 1832,23,Female,UK,Basic
15612087,Customer 1833,22,Female,France,Basic
15612092,Customer 1834,30,Male,UK,Premium
15612095,Customer 1835,26,Male,Germany,Premium
15612103,Customer 1836,48,Female,Canada,Basic
15612108,Customer 1837,36,Male,Canada,Premium
15612109,Customer 1838,22,Male,UK,Premium
15612139,Customer 1839,32,Male,France,Premium
15612140,Customer 1840,57,Female,UK,Basic
15612187,Customer 1841,22,Female,Germany,Premium
15612193,Customer 1842,18,Male,Canada,Basic
15612207,Customer 1843,50,Male,USA,Basic
15612350,Customer 1844,46,Female,Germany,Standard
15612358,Customer 1845,31,Male,UK,Premium
15612418,Customer 1846,70,Female,UK,Premium
15612444,Customer 1847,50,Male,Germany,Basic
15612455,Customer 1848,47,Male,Canada,Premium
15612465,Customer 1849,46,Male,France,Standard
15612478,Customer 1850,34,Male,USA,Standard
15612494,Customer 1851,54,Female,UK,Basic
15612505,Customer 1852,29,Male,Germany,Standard
15612524,Customer 1853,60,Female,USA,Premium
15612525,Customer 1854,44,Male,France,Premium
15612594,Customer 1855,58,Male,USA,Basic
15612615,Customer 1856,36,Male,Germany,Basic
15612627,Customer 1857,61,Male,France,Premium
15612633,Customer 1858,66,Male,France,Standard
15612667,Customer 1859,25,Female,France,Basic
15612670,Customer 1860,64,Male,Germany,Standard
15612729,Customer 1861,53,Male,Germany,Basic
15612769,Customer 1862,27,Female,Canada,Basic
15612771,Customer 1863,46,Female,Germany,Basic
15612776,Customer 1864,18,Female,Germany,Premium
15612832,Customer 1865,51,Male,UK,Standard
15612893,Customer 1866,23,Female,Canada,Basic
15612931,Customer 1867,35,Female,France,Standard
15612966,Customer 1868,62,Male,UK,Premium
15613014,Customer 1869,50,Male,Canada,Premium
15613017,Customer 1870,63,Female,Canada,Standard
15613048,Customer 1871,51,Male,UK,Standard
15613085,Customer 1872,68,Female,USA,Standard
15613097,Customer 1873,58,Female,UK,Standard
15613102,Customer 1874,45,Female,Germany,Standard
15613140,Customer 1875,35,Male,Germany,Basic
15613141,Customer 1876,46,Female,France,Standard
15613172,Customer 1877,61,Male,Canada,Premium
15613180,Customer 1878,28,Female,France,Premium
15613189,Customer 1879,40,Female,USA,Standard
15613197,Customer 1880,23,Female,USA,Premium
15613216,Customer 1881,30,Female,Germany,Standard
15613282,Customer 1882,49,Female,UK,Standard
15613292,Customer 1883,22,Female,France,Basic
15613319,Customer 1884,47,Male,Canada,Basic
15613326,Customer 1885,41,Male,France,Standard
15613337,Customer 1886,63,Male,Canada,Basic
15613427,Customer 1887,33,Male,France,Standard
15613463,Customer 1888,47,Male,France,Premium
15613471,Customer 1889,60,Male,France,Standard
15613518,Customer 1890,18,Male,Canada,Premium
15613623,Customer 1891,64,Female,France,Basic
15613630,Customer 1892,45,Female,Germany,Premium
15613656,Customer 1893,70,Female,Canada,Standard
15613673,Customer 1894,25,Male,USA,Standard
15613699,Customer 1895,18,Female,UK,Standard
15613712,Customer 1896,31,Male,UK,Basic
15613713,Customer 1897,55,Female,USA,Basic
15613734,Customer 1898,19,Female,UK,Standard
15613749,Customer 1899,26,Male,France,Premium
15613772,Customer 1900,68,Female,Canada,Basic
15613786,Customer 1901,65,Male,France,Standard
15613787,Customer 1902,33,Female,Germany,Basic
15613816,Customer 1903,46,Male,UK,Basic
15613844,Customer 1904,68,Male,France,Standard
15613854,Customer 1905,38,Male,Germany,Premium
15613880,Customer 1906,67,Female,France,Standard
15613886,Customer 1907,29,Female,USA,Basic
15613923,Customer 1908,58,Male,USA,Standard
15613945,Customer 1909,57,Male,France,Basic
15613962,Customer 1910,69,Female,USA,Standard
15614034,Customer 1911,60,Male,UK,Premium
15614049,Customer 1912,52,Female,UK,Basic
15614054,Customer 1913,33,Female,UK,Standard
15614103,Customer 1914,51,Female,UK,Standard
15614137,Customer 1915,54,Female,USA,Basic
15614168,Customer 1916,35,Female,Canada,Standard
15614187,Customer 1917,57,Male,Canada,Standard
15614213,Customer 1918,49,Female,France,Basic
15614215,Customer 1919,42,Female,France,Premium
15614220,Customer 1920,37,Male,France,Premium
15614230,Customer 1921,32,Male,France,Premium
15614302,Customer 1922,22,Male,USA,Premium
15614361,Customer 1923,35,Male,Canada,Standard
15614365,Customer 1924,45,Female,USA,Standard
15614420,Customer 1925,42,Female,USA,Standard
15614491,Customer 1926,45,Male,UK,Basic
15614520,Customer 1927,28,Male,France,Standard
15614635,Customer 1928,19,Female,France,Premium
15614643,Customer 1929,46,Female,France,Standard
15614687,Customer 1930,67,Male,France,Standard
15614716,Customer 1931,49,Female,USA,Standard
15614740,Customer 1932,43,Female,Germany,Basic
15614778,Customer 1933,59,Male,Germany,Premium
15614782,Customer 1934,23,Male,USA,Premium
15614813,Customer 1935,52,Female,UK,Premium
15614818,Customer 1936,49,Male,UK,Basic
15614827,Customer 1937,53,Male,USA,Basic
15614834,Customer 1938,65,Female,Canada,Standard
15614847,Customer 1939,64,Female,France,Standard
15614878,Customer 1940,23,Female,UK,Basic
15614893,Customer 1941,70,Female,UK,Basic
15614923,Customer 1942,58,Male,USA,Standard
15614929,Customer 1943,35,Female,Germany,Basic
15614934,Customer 1944,50,Female,France,Standard
15614936,Customer 1945,25,Male,Canada,Premium
15614962,Customer 1946,40,Male,UK,Premium
15615004,Customer 1947,40,Male,Germany,Premium
15615012,Customer 1948,38,Male,UK,Basic
15615016,Customer 1949,38,Male,USA,Premium
15615020,Customer 1950,58,Female,France,Standard
15615029,Customer 1951,41,Male,France,Basic
15615032,Customer 1952,22,Female,France,Premium
15615050,Customer 1953,59,Male,France,Standard
15615091,Customer 1954,31,Female,UK,Premium
15615096,Customer 1955,48,Female,USA,Basic
15615126,Customer 1956,38,Male,Germany,Basic
15615140,Customer 1957,26,Male,Germany,Standard
15615176,Customer 1958,48,Female,France,Premium
15615177,Customer 1959,32,Female,UK,Basic
15615207,Customer 1960,40,Female,USA,Basic
15615219,Customer 1961,44,Male,USA,Premium
15615245,Customer 1962,32,Male,Canada,Basic
15615254,Customer 1963,18,Male,USA,Basic
15615296,Customer 1964,19,Male,France,Premium
15615322,Customer 1965,67,Female,France,Standard
15615330,Customer 1966,54,Female,USA,Basic
15615352,Customer 1967,66,Female,USA,Standard
15615430,Customer 1968,40,Male,Germany,Premium
15615444,Customer 1969,45,Female,UK,Premium
15615456,Customer 1970,34,Male,France,Standard
15615457,Customer 1971,41,Female,France,Standard
15615473,Customer 1972,54,Male,UK,Standard
15615477,Customer 1973,21,Male,Canada,Standard
15615575,Customer 1974,48,Female,UK,Basic
15615624,Customer 1975,57,Female,Germany,Standard
15615670,Customer 1976,70,Male,Canada,Basic
15615753,Customer 1977,27,Female,UK,Basic
15615797,Customer 1978,32,Female,UK,Standard
15615820,Customer 1979,62,Male,UK,Basic
15615828,Customer 1980,42,Male,UK,Basic
15615832,Customer 1981,21,Male,UK,Premium
15615896,Customer 1982,36,Female,France,Premium
15615931,Customer 1983,48,Female,Germany,Standard
15615938,Customer 1984,69,Female,USA,Basic
15615991,Customer 1985,51,Female,USA,Standard
15616028,Customer 1986,67,Female,Canada,Premium
15616029,Customer 1987,32,Female,France,Standard
15616088,Customer 1988,20,Female,Canada,Basic
15616122,Customer 1989,27,Female,UK,Standard
15616152,Customer 1990,45,Female,Germany,Basic
15616168,Customer 1991,61,Female,USA,Premium
15616172,Customer 1992,39,Male,USA,Standard
15616213,Customer 1993,42,Male,Germany,Standard
15616221,Customer 1994,46,Male,Canada,Basic
15616240,Customer 1995,34,Female,Germany,Basic
15616270,Customer 1996,28,Female,USA,Basic
15616280,Customer 1997,57,Male,Canada,Standard
15616330,Customer 1998,44,Female,Germany,Premium
15616365,Customer 1999,55,Male,Canada,Standard
15616367,Customer 2000,39,Male,Canada,Basic
15616380,Customer 2001,38,Male,Canada,Premium
15616431,Customer 2002,52,Male,USA,Basic
15616451,Customer 2003,26,Male,Germany,Basic
15616454,Customer 2004,69,Male,France,Premium
15616471,Customer 2005,48,Male,France,Basic
15616525,Customer 2006,49,Female,USA,Standard
15616529,Customer 2007,66,Male,UK,Standard
15616530,Customer 2008,69,Female,USA,Standard
15616550,Customer 2009,19,Male,UK,Premium
15616555,Customer 2010,30,Male,France,Standard
15616630,Customer 2011,46,Male,USA,Standard
15616666,Customer 2012,19,Female,UK,Basic
15616676,Customer 2013,40,Female,Germany,Standard
15616700,Customer 2014,60,Male,Canada,Premium
15616709,Customer 2015,61,Female,France,Premium
15616745,Customer 2016,65,Female,France,Premium
15616811,Customer 2017,34,Male,Germany,Standard
15616833,Customer 2018,42,Male,Germany,Basic
15616859,Customer 2019,59,Female,Germany,Basic
15616922,Customer 2020,31,Female,Germany,Premium
15616929,Customer 2021,20,Male,Canada,Standard
15616931,Customer 2022,25,Female,Germany,Standard
15616954,Customer 2023,44,Female,Canada,Standard
15617029,Customer 2024,33,Female,UK,Standard
15617052,Customer 2025,23,Female,UK,Standard
15617065,Customer 2026,49,Male,Canada,Premium
15617078,Customer 2027,28,Female,USA,Basic
15617082,Customer 2028,35,Male,UK,Basic
15617134,Customer 2029,47,Male,USA,Standard
15617136,Customer 2030,60,Male,Canada,Basic
15617166,Customer 2031,24,Male,Germany,Basic
15617197,Customer 2032,53,Female,UK,Premium
15617206,Customer 2033,48,Male,UK,Premium
15617252,Customer 2034,21,Male,Canada,Basic
15617301,Customer 2035,56,Female,Canada,Standard
15617304,Customer 2036,56,Male,Canada,Basic
15617320,Customer 2037,60,Male,Germany,Basic
15617331,Customer 2038,25,Female,Germany,Premium
15617348,Customer 2039,63,Female,France,Premium
15617401,Customer 2040,42,Male,France,Standard
15617419,Customer 2041,69,Female,Germany,Basic
15617432,Customer 2042,47,Female,Canada,Basic
15617434,Customer 2043,52,Female,Canada,Premium
15617454,Customer 2044,25,Male,France,Premium
15617476,Customer 2045,28,Male,UK,Premium
15617482,Customer 2046,34,Male,Germany,Standard
15617486,Customer 2047,42,Male,USA,Premium
15617507,Customer 2048,66,Female,Germany,Premium
15617518,Customer 2049,47,Female,Germany,Basic
15617538,Customer 2050,49,Female,Canada,Standard
15617603,Customer 2051,31,Female,USA,Premium
15617617,Customer 2052,52,Male,USA,Standard
15617648,Customer 2053,64,Female,UK,Basic
15617655,Customer 2054,27,Female,Germany,Basic
15617657,Customer 2055,67,Female,Germany,Standard
15617705,Customer 2056,35,Male,UK,Basic
15617790,Customer 2057,18,Male,USA,Basic
15617866,Customer 2058,57,Female,Canada,Standard
15617877,Customer 2059,24,Male,USA,Basic
15617934,Customer 2060,59,Male,Canada,Basic
15617982,Customer 2061,64,Male,Germany,Standard
15617991,Customer 2062,62,Male,USA,Premium
15618018,Customer 2063,44,Male,France,Basic
15618155,Customer 2064,37,Male,UK,Premium
