CustomerID,NetPromoterScore,SatisfactionSurveyScore,CustomerLoyaltyProgram,RewardPointsBalance
15615575,47,6,No,8035
15691723,24,4,No,2791
15774098,-62,7,No,5706
15750808,47,6,No,8035
15744368,-69,1,Yes,9646
15610594,-41,1,Yes,7938
15756125,-68,10,No,8673
15623277,-57,7,No,6779
15795954,71,8,No,8328
15671969,89,9,Yes,3428
15791268,71,8,No,8328
15713655,66,7,Yes,5115
15633930,83,5,Yes,9609
15712849,-40,9,No,9585
15639077,25,2,Yes,1660
15808784,51,4,Yes,852
15648577,-69,1,Yes,9646
15670345,-64,8,Yes,2698
15633112,47,1,No,858
15714397,6,5,Yes,9358
15780038,40,7,No,7104
15756305,79,3,Yes,648
15578799,24,4,No,2791
15800326,51,4,Yes,852
15785485,73,8,No,9551
15783958,21,1,Yes,6437
15727546,76,7,Yes,7641
15739576,21,2,No,2217
15631333,14,5,No,6332
15604782,74,6,No,303
15589643,-7,6,Yes,3006
15585533,4,6,Yes,6017
15681506,-77,8,No,4447
15630551,-99,5,Yes,8542
15698349,31,4,No,9089
15776631,-65,1,Yes,5241
15762216,89,9,Yes,3428
15623927,7,6,No,6276
15681402,47,6,No,8035
15586264,75,5,Yes,2097
15594685,74,6,No,303
15812945,97,6,No,2853
15734628,83,8,No,6158
15629323,-62,7,No,5706
15666823,-57,9,Yes,4282
15777553,-75,10,Yes,3988
15613097,-40,9,No,9585
15622217,28,2,Yes,2063
15703588,-82,5,No,5031
15570835,-16,7,Yes,3301
15679299,38,8,No,6903
15808044,-62,7,No,5706
15579208,18,8,No,3413
15684951,83,5,No,6454
15667620,-9,5,No,529
15582960,-12,2,Yes,1587
15590730,-36,2,Yes,2720
15763747,-3,8,Yes,4455
15778320,-41,1,Yes,7938
15642787,-67,8,No,5186
15624633,90,9,Yes,8909
15766765,-77,8,No,4447
15783615,-90,6,No,312
15640161,-80,10,Yes,2717
15619889,-78,6,Yes,4710
15579166,-99,4,No,2254
15789097,-10,4,Yes,4600
15674880,10,8,No,1465
15778157,56,7,No,8815
15779064,-39,1,No,5383
15801265,60,3,No,7621
15589204,-78,2,Yes,301
15664543,-7,6,Yes,3006
15582714,83,5,No,6454
15797595,-1,8,Yes,3914
15614034,-70,3,Yes,7639
15763171,74,6,No,303
15647266,74,6,No,303
15757577,-90,6,No,312
15736656,86,7,No,6839
15635078,47,6,No,7395
15680141,75,5,Yes,2097
15576945,-11,8,Yes,3077
15602034,60,3,No,7621
15732020,12,9,Yes,5734
15611029,75,5,Yes,2097
15621210,-19,6,Yes,180
15569222,56,7,No,8815
15664639,-49,3,Yes,2992
15724223,-1,8,Yes,3914
15644621,47,1,No,858
15756056,-58,10,No,1059
15700353,33,9,No,412
15624388,-89,9,Yes,6501
15627212,-99,4,No,2254
15648005,-62,7,No,5706
15681446,-69,7,No,2132
15775888,-36,8,No,1824
15749019,28,2,Yes,2063
15709928,-41,1,Yes,7938
15784676,-40,6,No,1593
15748116,-7,6,Yes,3006
15612193,50,7,No,8565
15762984,97,6,No,2853
15613713,-49,8,Yes,6115
15664204,-31,9,Yes,5261
15639415,-69,7,No,2132
15806332,-51,1,No,8289
15614929,89,1,No,2779
15695492,-11,2,Yes,7926
15635972,43,7,Yes,9095
15616380,51,8,Yes,5900
15581440,-99,5,Yes,8542
15654390,-41,1,Yes,7938
15660688,68,10,No,7855
15806307,-69,1,No,873
15647975,-55,1,No,4084
15595728,-19,6,Yes,180
15735388,-49,3,Yes,2992
15788535,-90,6,No,312
15765902,-90,6,No,312
15642345,-31,9,Yes,5261
15641250,-93,9,Yes,6997
15706163,-10,4,No,265
15746708,47,6,No,7395
15775203,57,1,No,236
15787907,-60,2,No,2691
15646764,22,8,Yes,601
15678284,1,10,Yes,767
15726791,90,9,Yes,8909
15813144,18,2,No,4430
15669342,90,9,Yes,8909
15710366,-3,8,Yes,4455
15614934,25,2,No,7978
15588701,-67,5,Yes,4042
15665438,-11,2,Yes,7926
15644896,20,2,Yes,691
15670205,75,5,Yes,2097
15635776,-77,10,Yes,1085
15791053,-78,2,Yes,301
15644005,30,10,Yes,6040
15796343,98,6,Yes,1129
15751057,99,10,Yes,1217
15623430,-12,1,No,1432
15682600,20,2,Yes,691
15769312,67,5,No,5364
15708212,-49,3,Yes,2992
15650258,-60,2,No,2691
15604345,-12,2,Yes,1587
15578297,18,2,No,4430
15671789,-57,7,No,6779
15726186,89,9,Yes,3428
15764618,-49,8,Yes,6115
15730738,47,9,No,6552
15637650,30,8,Yes,7942
15606267,-70,5,Yes,3942
15625904,84,6,Yes,4663
15654463,-81,4,Yes,4430
15774151,-7,6,Yes,3006
15693259,99,3,No,8541
15642468,18,2,No,4430
15758531,-84,7,No,7488
15728352,-32,1,No,9085
15637240,-64,8,Yes,2698
15595588,20,2,Yes,691
15778395,4,8,Yes,9959
15711825,-11,8,Yes,3077
15599251,12,9,Yes,5734
15570004,-57,7,No,6779
15656912,24,4,No,2791
15657342,-89,9,Yes,6501
15716284,-99,1,Yes,3772
15672374,4,6,Yes,6017
15732476,-38,2,Yes,9955
15747724,-42,9,No,4768
15633877,-68,10,No,8673
15672516,14,5,No,6332
15607827,84,6,Yes,4663
15751336,-80,10,Yes,2717
15646539,-43,8,Yes,9271
15756901,-77,10,Yes,1085
15809286,-11,2,Yes,7926
15759021,-39,1,No,7558
15725039,76,7,Yes,7641
15579130,-7,6,Yes,3006
15754112,-39,1,No,7558
15735522,-67,8,No,5186
15613326,49,1,Yes,5535
15739502,-15,10,No,1898
15670914,-99,5,Yes,8542
15604073,-65,1,Yes,5241
15806027,-81,4,Yes,4430
15574886,-99,1,Yes,3772
15707120,-16,7,Yes,3301
15800845,-82,8,No,6793
15603914,79,3,Yes,648
15722765,47,9,Yes,4876
15783305,10,8,No,1465
15574842,86,7,No,6839
15607837,51,8,Yes,5900
15714877,86,7,No,424
15782941,79,3,Yes,648
15630167,-16,7,Yes,3301
15759038,-68,10,No,8673
15661821,15,5,Yes,1835
15728006,78,9,No,417
15712176,-22,9,No,4371
15689351,29,1,No,1156
15782247,99,1,Yes,1131
15769064,8,6,No,7013
15718153,89,9,Yes,3428
15613189,67,9,Yes,5592
15661734,78,9,No,417
15592645,-65,1,Yes,5241
15768387,23,10,No,6431
15792525,30,10,Yes,6040
15586976,-77,10,Yes,1085
15790659,-29,2,Yes,8661
15691446,-11,8,Yes,3077
15772632,-15,10,No,1898
15706587,96,1,No,4544
15572461,7,6,No,6276
15654409,89,2,Yes,1725
15568025,-3,6,No,8923
15715769,89,9,Yes,3428
15667458,-19,6,Yes,180
15567980,-29,2,Yes,8661
15679294,-70,5,Yes,3942
15606507,89,1,No,2779
15578825,-68,10,No,8673
15619935,99,10,Yes,1217
15636089,-82,8,No,6793
15727490,4,8,Yes,9959
15591766,-10,4,No,265
15641629,-11,2,Yes,4604
15813303,89,9,Yes,3428
15756920,-64,1,Yes,271
15726403,-41,1,Yes,7938
15592765,-77,10,Yes,1085
15704442,-89,9,Yes,6501
15641136,56,4,Yes,3302
15725818,74,6,No,303
15612071,47,1,No,858
15719809,61,2,No,6032
15716518,-51,10,Yes,3586
15742210,60,3,No,7621
15630617,-69,1,No,873
15720838,96,7,No,9059
15595537,-57,9,Yes,4282
15623196,86,7,No,6839
15679249,87,6,Yes,8007
15693199,63,10,Yes,5053
15661219,-45,3,Yes,1104
15617136,-36,8,No,1824
15760294,-99,4,No,2254
15652808,50,7,No,8565
15657139,15,5,Yes,1835
15803790,71,5,No,5229
15764105,-99,5,Yes,8542
15672610,-31,9,Yes,5261
15766896,24,4,No,2791
15587735,-81,4,Yes,4430
15659501,-22,9,No,4371
15745001,14,8,No,2346
15651140,-89,1,Yes,6250
15571148,-27,5,Yes,9145
15776824,-71,10,No,5778
15633141,-41,6,No,2174
15764174,97,6,No,2853
15778155,0,1,No,1938
15715920,68,10,No,7855
15671917,38,8,No,6903
15666548,-78,2,Yes,301
15625623,33,1,Yes,6439
15748123,-15,10,No,1898
15648735,-42,4,No,9387
15634974,-2,2,No,3722
15713378,73,8,No,9551
15753370,49,5,No,6508
15782659,-93,10,No,9666
15583364,54,6,No,8207
15625942,-11,2,Yes,4604
15720284,-99,4,No,3074
15679642,-7,6,Yes,3006
15628007,-82,5,No,5031
15661974,-67,8,No,5186
15689341,-53,4,Yes,5940
15607993,-49,8,Yes,6115
15693267,49,1,Yes,5535
15769522,-10,4,Yes,4600
15755825,-45,3,Yes,1104
15598175,25,2,Yes,1660
15744327,60,3,No,7621
15798666,-31,9,Yes,5261
15577064,-10,4,No,265
15759436,-1,6,No,2924
15690231,-55,1,No,4084
15751561,-15,10,No,1898
15739068,56,7,No,8815
15758056,-11,2,Yes,7926
15742269,-51,10,Yes,3586
15726490,47,1,No,858
15738411,-55,1,No,4084
15727919,-2,2,No,3722
15709396,34,7,Yes,9904
15654106,-40,6,No,1593
15621653,80,6,Yes,1963
15598086,38,5,Yes,3317
15752300,49,5,No,6508
15658693,-87,5,Yes,4957
15631838,-9,5,No,529
15803804,47,6,No,8035
15578809,55,1,No,8897
15752026,-2,2,No,3722
15723706,21,1,Yes,6437
15752838,-99,4,No,3074
15569571,55,1,No,8897
15769703,23,10,No,6431
15679770,51,8,Yes,5900
15791102,-41,6,No,2174
15655192,31,4,No,9089
15709487,-59,1,Yes,8592
15687130,83,5,No,6454
15755178,-57,7,No,6779
15634772,78,9,No,417
15617197,11,5,No,6715
15631240,-59,1,Yes,8592
15784301,47,1,No,858
15631310,-60,2,No,2691
15756560,73,8,No,9551
15732270,-78,2,Yes,301
15739357,-29,2,Yes,8661
15771540,-2,2,No,3722
15567486,-42,4,No,9387
15714634,57,2,Yes,6105
15727021,-99,1,Yes,3772
15650670,43,7,Yes,9095
15711834,53,2,No,7238
15729763,33,1,Yes,6439
15646566,10,8,No,1465
15645463,-59,1,Yes,8592
15672144,24,4,No,2791
15596088,89,2,Yes,1725
15614878,71,5,No,5229
15635240,4,8,Yes,9959
15775905,56,4,Yes,3302
15700657,14,5,No,6332
15611905,-58,10,No,1059
15652527,-27,8,Yes,4204
15785865,20,2,Yes,691
15645942,-11,8,Yes,3077
15688691,18,2,No,4430
15592736,61,2,No,6032
15673529,-51,10,Yes,3586
15724145,-51,5,No,146
15704629,25,2,No,7978
15597896,78,9,No,417
15731790,-69,1,No,873
15634719,-57,7,No,6779
15703205,-82,8,No,6793
15567333,11,5,No,6715
15754537,-69,7,No,2132
15612030,60,3,No,7621
15573242,8,6,No,7013
15601892,15,5,Yes,1835
15663885,-19,6,Yes,180
15701096,-55,1,No,4084
15710450,-43,8,Yes,9271
15790846,6,5,Yes,9358
15658956,-89,9,Yes,6501
15755223,7,6,No,6276
15787318,-99,4,No,2254
15737310,-84,2,No,6003
15763665,-99,4,No,3074
15668818,-7,6,Yes,3006
15765812,-87,5,Yes,4957
15704844,99,10,Yes,1217
15744582,86,7,No,6839
15616700,78,9,No,417
15683521,-99,5,Yes,8542
15583049,23,10,No,6431
15643752,-49,3,Yes,2992
15620398,4,6,Yes,6017
15715707,-57,7,No,6779
15814209,83,5,No,6454
15733768,31,4,No,3552
15755242,56,9,No,2608
15729412,-84,2,No,6003
15746564,-41,6,No,2174
15588446,-90,6,No,312
15665221,-64,8,Yes,2698
15640846,78,5,No,98
15700209,47,9,No,6552
15658360,18,8,No,3413
15602735,-99,1,Yes,3772
15724834,11,5,No,6715
15800062,98,6,Yes,1129
15685300,-18,1,No,6545
15760102,34,7,Yes,9904
15787026,-82,5,No,5031
15653696,-51,5,No,146
15788946,-99,4,No,2254
15600724,-77,10,Yes,1085
15574324,-57,9,Yes,4282
15707144,-60,2,No,2691
15775891,-84,2,No,6003
15711789,-22,9,No,4371
15600879,30,10,Yes,6040
15681196,-26,2,No,7318
15716000,49,5,No,6508
15766776,47,1,No,858
15680278,-12,1,No,1432
15688637,-49,3,Yes,2992
15591179,-77,8,No,4447
15677435,87,6,Yes,8007
15698619,12,9,Yes,5734
15581036,61,2,No,6032
15622117,29,1,No,1156
15599301,57,1,Yes,5712
15581548,-7,6,Yes,3006
15586870,33,1,Yes,6439
15735263,-99,5,Yes,8542
15765322,-10,4,Yes,4600
15582944,97,6,No,2853
15687162,67,9,Yes,5592
15644962,-41,6,No,2174
15612615,38,8,No,6903
15813439,71,8,No,8328
15604544,57,1,Yes,5712
15761348,99,1,Yes,1131
15785078,-69,1,Yes,9646
15759874,-90,6,No,312
15643658,-60,2,No,2691
15713267,15,5,Yes,1835
15737782,-1,8,Yes,3914
15815490,33,9,No,412
15679410,-82,5,No,5031
15756241,4,6,Yes,6017
15688409,-64,8,Yes,2698
15742272,61,2,No,6032
15717898,-91,6,No,3147
15769582,-12,1,No,1432
15635660,59,8,Yes,3012
15576723,56,7,No,8815
15591577,47,9,Yes,4876
15582325,-70,5,Yes,3942
15693947,99,1,Yes,1131
15760446,-68,10,No,8673
15611105,89,1,No,2779
15630920,85,8,Yes,1272
15574910,34,7,Yes,9904
15756472,15,5,Yes,1835
15682890,-77,10,Yes,1085
15641994,-8,8,No,8579
15733297,89,1,No,2779
15767793,4,8,Yes,9959
15725698,83,5,No,6454
15813532,-62,7,No,5706
15576760,89,9,Yes,3428
15732102,-16,7,Yes,3301
15739046,47,9,No,6552
15631927,99,1,Yes,1131
15672115,-82,5,No,5031
15618765,-52,2,No,7385
15679148,-39,1,No,7558
15728474,57,2,Yes,6105
15636999,-42,4,No,9387
15754261,0,1,No,1938
15629150,45,2,Yes,3326
15736274,-15,10,No,1898
15627697,-53,4,Yes,5940
15721585,97,6,No,2853
15639946,-3,10,Yes,7717
15792176,96,1,No,4544
15699450,56,7,No,8815
15729954,-67,5,Yes,4042
15600103,15,5,Yes,1835
15786200,87,6,Yes,8007
15797010,-3,10,Yes,7717
15670172,-10,4,No,265
15627352,-89,1,Yes,6250
15622494,-19,6,Yes,180
15585835,86,7,No,6839
15595071,-51,1,No,8289
15628203,98,6,Yes,1129
15667190,-57,9,Yes,4282
15780212,45,2,Yes,3326
15766869,59,8,Yes,3012
15775741,84,6,Yes,4663
15628170,-12,2,Yes,1587
15701318,86,7,No,424
15710928,-18,1,No,6545
15682547,-42,9,No,4768
15631170,78,5,No,98
15648702,8,4,Yes,8212
15783444,24,4,No,2791
15809178,-99,4,No,3074
15806688,4,8,Yes,9959
15576824,56,7,No,8815
15675422,-28,9,Yes,342
15681550,-77,10,Yes,1085
15812628,-57,7,No,6779
15597951,1,10,Yes,767
15807045,61,2,No,6032
15581748,-27,5,Yes,9145
15770420,1,10,Yes,767
15608230,-51,1,No,8289
15730339,56,7,No,8815
15712584,33,1,Yes,6439
15592816,28,2,Yes,2063
15641480,11,5,No,6715
15708505,83,8,No,6158
15791131,7,6,No,6276
15618225,-7,6,Yes,3006
15644724,25,9,Yes,8829
15662098,56,4,Yes,3302
15723894,-36,8,No,1824
15787699,-42,4,No,9387
15687738,33,9,No,412
15576126,-39,1,No,5383
15658889,-12,2,Yes,1587
15667046,-68,10,No,8673
15669957,56,7,No,8815
15655794,-89,9,Yes,6501
15599829,67,9,Yes,5592
15753332,-99,4,No,2254
15671124,60,3,No,7621
15767474,-42,4,No,9387
15720671,76,7,Yes,7641
15626787,-39,1,No,7558
15774491,80,6,Yes,1963
15579647,34,7,No,8381
15625522,-51,5,No,146
15765806,-58,10,No,1059
15566708,-67,5,Yes,4042
15668347,59,8,Yes,3012
15575214,79,3,Yes,648
15591123,47,6,No,8035
15573280,8,6,No,7013
15589018,-11,2,Yes,7926
15654495,85,8,Yes,1272
15597265,11,5,No,6715
15733876,-70,3,Yes,7639
15677217,-3,8,Yes,4455
15747265,-3,6,No,8923
15713379,83,8,No,6158
15730433,40,7,No,7104
15693347,-99,5,Yes,8542
15715465,56,9,No,2608
15680736,-60,2,No,2691
15610765,25,2,No,7978
15650034,18,2,No,4430
15782468,-11,2,Yes,7926
15685109,47,9,Yes,4876
15776233,-68,10,No,8673
15761141,-32,1,No,9085
15781702,40,7,No,7104
15790235,-43,8,Yes,9271
15641416,-27,5,Yes,9145
15775234,76,7,Yes,7641
15659475,49,5,No,6508
15642202,-59,1,Yes,8592
15771417,-99,1,Yes,3772
15585100,86,7,No,424
15700487,-49,8,Yes,6115
15726589,-87,5,Yes,4957
15747503,67,5,No,5364
15595883,67,9,Yes,5592
15663826,29,1,No,1156
15742820,-55,1,No,4084
15624793,18,8,No,3413
15597930,-52,2,No,7385
15665110,8,6,No,7013
15770719,-26,2,No,7318
15731327,-70,3,Yes,7639
15576044,89,1,No,2779
15775662,53,2,No,7238
15646817,-87,5,Yes,4957
15596060,99,3,No,8541
15723299,78,5,No,98
15636982,59,8,Yes,3012
15751175,-39,1,No,5383
15618936,14,8,No,2346
15787529,-32,1,No,9085
15780128,-8,8,No,8579
15615991,63,10,Yes,5053
15757001,15,5,Yes,1835
15595388,-99,4,No,3074
15699550,66,7,Yes,5115
15581620,-15,10,No,1898
15600934,67,9,Yes,5592
15738672,63,10,Yes,5053
15721307,66,7,Yes,5115
15619280,60,3,No,7621
15768244,63,10,Yes,5053
15806837,60,3,No,7621
15643496,-57,7,No,6779
15813916,-84,7,No,7488
15626385,-84,7,No,7488
15603582,66,7,Yes,5115
15764351,85,8,Yes,1272
15667938,21,1,Yes,6437
15576360,47,6,No,7395
15628813,11,6,Yes,5117
15584190,6,5,Yes,9358
15716449,18,8,No,3413
15759913,-80,10,Yes,2717
15701555,-60,2,No,2691
15758482,-84,7,No,7488
15758171,57,1,Yes,5712
15680346,18,2,No,4430
15649124,-51,1,No,8289
15812917,-71,10,No,5778
15768455,56,4,Yes,3302
15703059,-91,6,No,3147
15646196,96,7,No,9059
15585451,63,10,Yes,5053
15714057,11,5,No,6715
15748473,-52,4,Yes,8412
15785782,30,8,Yes,7942
15693233,-51,10,Yes,3586
15757521,84,6,Yes,4663
15812513,11,6,Yes,5117
15674950,34,7,Yes,9904
15678572,90,9,Yes,8909
15713608,-90,6,No,312
15579262,-8,8,No,8579
15610426,-75,10,Yes,3988
15776454,30,8,Yes,7942
15771483,51,8,Yes,5900
15648489,60,3,No,6797
15646609,89,9,Yes,3428
15693203,98,6,Yes,1129
15813067,84,6,Yes,4663
15769829,25,9,Yes,8829
15662434,-10,4,No,265
15773503,8,6,No,7013
15705890,-39,1,No,7558
15711398,8,4,Yes,8212
15752375,10,8,No,1465
15659175,-7,6,Yes,3006
15597033,86,7,No,6839
15590228,45,2,Yes,3326
15631848,30,8,Yes,7942
15654211,8,4,Yes,8212
15707968,68,10,No,7855
15594084,-42,4,No,9387
15651093,-75,10,Yes,3988
15798824,25,2,Yes,1660
15671591,-39,1,No,5383
15707189,75,5,Yes,2097
15733581,-53,4,Yes,5940
15641640,57,1,No,236
15585284,71,8,No,8328
15617866,-42,4,No,9387
15667751,-1,6,No,2924
15669411,56,9,No,2608
15789425,83,5,No,6454
15570943,-89,9,Yes,6501
15685829,42,3,No,1983
15721917,-65,1,Yes,5241
15776047,54,6,No,8207
15716024,-51,10,Yes,3586
15675328,86,7,No,6839
15604314,45,2,Yes,3326
15658339,89,2,Yes,1725
15630402,66,7,Yes,5115
15689616,-93,10,No,9666
15774224,-29,2,Yes,8661
15701291,-60,2,No,2691
15719606,74,6,No,303
15644119,60,3,No,6797
15646859,33,9,No,412
15606836,51,8,Yes,5900
15664150,84,6,Yes,4663
15624510,-99,1,Yes,3772
15810944,14,8,No,2346
15668575,-3,6,No,8923
15603246,86,7,No,6839
15804002,-40,6,No,1593
15728773,-40,9,No,9585
15598044,31,4,No,3552
15694829,-11,8,Yes,3077
15600575,-58,10,No,1059
15727311,-40,6,No,1593
15570769,14,8,No,2346
15606274,80,6,Yes,1963
15746139,79,3,Yes,648
15704987,-69,7,No,2132
15628972,-43,8,Yes,9271
15697686,51,4,Yes,852
15733883,7,6,No,6276
15617482,-93,10,No,9666
15704583,99,10,Yes,1217
15621083,33,1,Yes,6439
15649487,-30,1,No,716
15736760,68,10,No,7855
15714658,-36,2,Yes,2720
15599081,38,5,Yes,3317
15705113,-77,8,No,4447
15631159,24,4,No,2791
15792818,87,6,Yes,8007
15633531,-69,1,No,873
15744529,56,9,No,2608
15669656,-1,6,No,2924
15581198,18,8,No,3413
15729054,55,1,No,8897
15573452,-18,1,No,6545
15776733,-67,8,No,5186
15724858,-59,1,Yes,8592
15713144,-32,1,No,9085
15690188,11,5,No,6715
15689425,4,6,Yes,6017
15671766,-57,7,No,6779
15782806,15,5,Yes,1835
15764419,61,2,No,6032
15591915,-30,1,No,716
15772798,-51,5,No,146
15792008,-16,7,Yes,3301
15715541,21,1,Yes,6437
15639277,-26,2,No,7318
15798850,-51,10,Yes,3586
15776348,-75,10,Yes,3988
15727696,49,1,Yes,5535
15793813,72,10,No,692
15694395,-26,3,No,9931
15764195,97,6,No,2853
15744919,-99,4,No,3074
15671655,71,5,No,5229
15654901,57,1,No,236
15649136,-67,8,No,5186
15775562,-57,7,No,6779
15807481,40,7,No,7104
15642885,55,1,No,8897
15789109,1,10,Yes,767
15814004,51,4,Yes,852
15673619,4,6,Yes,6017
15595135,59,8,Yes,3012
15583681,80,6,Yes,1963
15605000,25,2,No,7978
15718071,-99,5,Yes,8542
15679760,38,5,Yes,3317
15654574,-69,1,Yes,9646
15577178,-49,8,Yes,6115
15595324,-82,8,No,6793
15756932,25,9,Yes,8829
15726358,72,10,No,692
15595228,-49,3,Yes,2992
15782530,83,5,No,6454
15592877,4,8,Yes,9959
15651983,-3,8,Yes,4455
15746737,39,6,No,2770
15774179,-15,10,No,1898
15667265,34,7,Yes,9904
15655123,-75,10,Yes,3988
15595917,-40,9,No,9585
15668385,-59,1,Yes,8592
15709476,11,6,Yes,5117
15711218,-93,9,Yes,6997
15798659,65,6,No,6425
15663939,-22,1,Yes,6067
15694946,-18,1,No,6545
15631912,-2,2,No,3722
15768816,-64,8,Yes,2698
15682268,74,3,No,6234
15684801,-45,3,Yes,1104
15636428,87,6,Yes,8007
15809823,-91,6,No,3147
15699284,42,3,No,1983
15786993,-80,10,Yes,2717
15709441,-40,6,No,1593
15710257,-51,1,No,8289
15582492,-57,7,No,6779
15575694,23,10,No,6431
15756820,-12,2,Yes,1587
15766289,-71,10,No,5778
15593014,-9,5,No,529
15584545,-10,4,No,265
15675949,11,5,No,6715
15672091,47,1,No,858
15801658,-10,4,Yes,4600
15706185,34,7,No,8381
15789863,-81,4,Yes,4430
15720943,-89,1,Yes,6250
15697997,56,7,No,8815
15665416,-2,2,No,3722
15660200,97,6,No,2853
15619653,-30,1,No,716
15773447,-69,1,No,873
15739160,55,1,No,8897
15689237,38,8,No,6903
15679297,84,6,Yes,4663
15591433,96,7,No,9059
15642725,-59,1,Yes,8592
15701962,-10,4,Yes,4600
15811613,10,8,No,1465
15741049,78,5,No,98
15724423,-10,4,No,265
15574305,-27,5,Yes,9145
15678168,-29,2,Yes,8661
15697020,-1,8,Yes,3914
15610801,-99,5,Yes,8542
15745232,-64,1,Yes,271
15722758,83,8,No,6158
15792102,83,5,Yes,9609
15675185,12,9,Yes,5734
15801247,-49,8,Yes,6115
15725660,-41,6,No,2174
15638963,78,5,No,98
15800061,8,4,Yes,8212
15578006,-28,9,Yes,342
15668504,12,9,Yes,5734
15687491,-51,5,No,146
15610403,47,6,No,7395
15741094,68,10,No,7855
15807909,99,1,Yes,1131
15666141,54,6,No,8207
15617134,7,6,No,6276
15783029,-60,2,No,2691
15622833,80,6,Yes,1963
15746422,12,9,Yes,5734
15750839,-27,5,Yes,9145
15749130,-69,1,No,873
15779862,-29,2,Yes,8661
15767871,-2,2,No,3722
15679651,-53,4,Yes,5940
15576219,96,7,No,9059
15699247,33,1,Yes,6439
15619087,-27,5,Yes,9145
15605327,-15,10,No,1898
15610140,8,4,Yes,8212
15791174,64,5,Yes,6546
15602373,65,6,No,6425
15762605,68,10,No,7855
15598840,59,8,Yes,3012
15744279,-65,1,Yes,5241
15670619,89,2,Yes,1725
15599533,89,2,Yes,1725
15757837,-67,5,Yes,4042
15697574,73,8,No,9551
15578738,6,5,Yes,9358
15762228,-30,1,No,716
15614827,-68,10,No,8673
15789815,-75,10,Yes,3988
15579781,-63,3,No,2644
15587013,-93,9,Yes,6997
15570932,-77,8,No,4447
15794661,30,8,Yes,7942
15581654,-15,10,No,1898
15644296,-28,9,Yes,342
15614420,8,4,Yes,8212
15609653,86,7,No,6839
15594577,83,8,No,6158
15584114,99,3,No,8541
15673367,-41,1,Yes,7938
15685576,83,5,Yes,9609
15774727,64,5,Yes,6546
15694288,54,6,No,8207
15603319,-15,10,No,1898
15759066,30,8,Yes,7942
15814816,-22,1,Yes,6067
15724402,-38,2,Yes,9955
15571059,-1,8,Yes,3914
15674206,74,3,No,6234
15715160,89,2,Yes,1725
15730448,-49,3,Yes,2992
15662067,-75,10,Yes,3988
15779581,-77,8,No,4447
15662901,39,6,No,2770
15689751,49,1,Yes,5535
15667742,-49,3,Yes,2992
15738448,-7,6,Yes,3006
15680243,25,2,No,7978
15745083,34,7,No,8381
15708228,78,9,No,417
15628523,24,4,No,2791
15708196,-15,10,No,1898
15735549,49,1,Yes,5535
15809347,-31,9,Yes,5261
15660866,83,8,No,6158
15766609,-1,8,Yes,3914
15654230,99,3,No,8541
15794566,31,4,No,3552
15800890,98,6,Yes,1129
15697424,-11,2,Yes,4604
15724536,-36,8,No,1824
15735878,15,5,Yes,1835
15707596,-7,6,Yes,3006
15657163,31,4,No,3552
15622478,14,8,No,2346
15779529,47,6,No,8035
15636023,-30,1,No,716
15582066,85,8,Yes,1272
15666675,-1,8,Yes,3914
15732987,12,9,Yes,5734
15789432,56,4,Yes,3302
15663161,56,9,No,2608
15694879,-82,5,No,5031
15593715,67,9,Yes,5592
15575002,99,3,No,8541
15622171,85,8,Yes,1272
15795224,68,10,No,7855
15685346,-52,4,Yes,8412
15691808,76,7,Yes,7641
15721007,-11,8,Yes,3077
15794253,-68,10,No,8673
15694453,-49,3,Yes,2992
15813113,56,4,Yes,3302
15614187,-69,1,Yes,9646
15619407,-60,2,No,2691
15646227,72,10,No,692
15660541,-9,5,No,529
15753874,-29,2,Yes,8661
15617877,-93,9,Yes,6997
15772073,49,5,No,6508
15701537,43,7,Yes,9095
15736228,-70,3,Yes,7639
15780572,20,2,Yes,691
15769596,78,9,No,417
15586996,33,9,No,412
15722061,-12,1,No,1432
15638003,-68,10,No,8673
15775590,-77,8,No,4447
15730688,-11,8,Yes,3077
15753102,-19,6,Yes,180
15810075,-57,9,Yes,4282
15723373,-69,1,Yes,9646
15795298,72,10,No,692
15584320,-27,5,Yes,9145
15724161,40,7,No,7104
15750056,8,4,Yes,8212
15609637,25,2,Yes,1660
15794493,-84,7,No,7488
15569641,-51,10,Yes,3586
15815236,86,7,No,6839
15811177,71,5,No,5229
15680587,64,5,Yes,6546
15672821,31,4,No,9089
15767681,-11,8,Yes,3077
15600379,4,6,Yes,6017
15801336,43,7,Yes,9095
15721592,-41,1,Yes,7938
15581282,22,8,Yes,601
15746203,-84,2,No,6003
15583137,-99,5,Yes,8542
15680752,-87,5,Yes,4957
15688172,78,9,No,417
15791373,-77,8,No,4447
15589449,-11,2,Yes,4604
15692819,20,2,Yes,691
15727467,-27,5,Yes,9145
15734312,85,8,Yes,1272
15764604,10,8,No,1465
15613014,-26,2,No,7318
15759684,-40,6,No,1593
15609669,67,5,No,5364
15685536,79,3,Yes,648
15750447,-69,1,Yes,9646
15663249,-53,1,No,6575
15638646,11,6,Yes,5117
15734161,8,4,Yes,8212
15631070,43,7,Yes,9095
15761950,21,2,No,2217
15649668,14,8,No,2346
15713912,-81,4,Yes,4430
15586757,-87,5,Yes,4957
15596522,47,6,No,8035
15625395,80,6,Yes,1963
15760570,21,1,Yes,6437
15566689,14,8,No,2346
15725794,65,6,No,6425
15673539,-29,2,Yes,8661
