CustomerID,AutoRenewalEnabled,PaymentMethod,PaymentFailures
15783615,Yes,Bank Transfer,3
15640161,No,Bank Transfer,2
15619889,No,Credit Card,4
15579166,No,Bank Transfer,2
15789097,No,PayPal,1
15674880,Yes,Bank Transfer,2
15778157,Yes,PayPal,2
15779064,No,Credit Card,0
15801265,No,PayPal,5
15589204,Yes,Bank Transfer,1
15664543,Yes,PayPal,2
15582714,No,PayPal,1
15797595,No,PayPal,4
15614034,Yes,Credit Card,5
15763171,Yes,Credit Card,5
15647266,,Bank Transfer,4
15757577,,PayPal,2
15736656,No,Credit Card,4
15635078,Yes,PayPal,0
,No,Credit Card,5
15576945,No,Credit Card,5
15602034,No,Bank Transfer,0
15732020,Yes,PayPal,4
15611029,No,PayPal,3
15621210,Yes,Credit Card,5
15569222,No,Bank Transfer,4
15664639,Yes,Bank Transfer,4
15724223,No,PayPal,3
15644621,Yes,Bank Transfer,1
15756056,Yes,PayPal,2
15700353,No,PayPal,2
15624388,Yes,PayPal,4
15627212,Yes,PayPal,3
15648005,No,PayPal,3
15681446,Yes,PayPal,1
15775888,No,Bank Transfer,5
15749019,Yes,Credit Card,4
15709928,Yes,Credit Card,5
15784676,Yes,PayPal,1
15748116,Yes,PayPal,2
15612193,Yes,Bank Transfer,1
15762984,Yes,Credit Card,4
15613713,Yes,PayPal,4
15664204,No,Bank Transfer,5
15639415,No,Credit Card,5
15806332,Yes,Bank Transfer,0
15614929,Yes,Credit Card,5
15695492,Yes,PayPal,2
15635972,Yes,Credit Card,1
15616380,,PayPal,5
15581440,No,Credit Card,5
15654390,No,PayPal,2
15660688,No,Credit Card,5
15806307,No,Credit Card,5
15647975,No,Bank Transfer,2
,Yes,Credit Card,0
15735388,Yes,Credit Card,3
15788535,No,PayPal,3
15765902,No,Credit Card,1
,No,Bank Transfer,1
15641250,No,PayPal,5
15706163,,PayPal,4
15746708,Yes,PayPal,1
15775203,Yes,Credit Card,3
15787907,No,PayPal,0
15646764,Yes,Credit Card,4
15678284,Yes,Credit Card,1
15726791,Yes,PayPal,5
15813144,Yes,Credit Card,3
15669342,Yes,Bank Transfer,5
15710366,No,PayPal,1
15614934,No,Credit Card,0
15588701,No,Bank Transfer,0
15665438,No,PayPal,4
15644896,Yes,Bank Transfer,3
,Yes,Bank Transfer,2
15635776,Yes,Credit Card,3
15791053,No,Bank Transfer,2
15644005,Yes,PayPal,1
15796343,No,Credit Card,4
15751057,No,Bank Transfer,1
15623430,No,Credit Card,4
15682600,No,Credit Card,0
15769312,Yes,PayPal,4
15708212,Yes,PayPal,5
15650258,,PayPal,1
15604345,Yes,PayPal,3
15578297,Yes,Bank Transfer,4
15671789,No,Bank Transfer,2
15726186,Yes,PayPal,5
15764618,Yes,PayPal,2
15730738,No,Bank Transfer,2
15637650,No,Bank Transfer,1
15606267,Yes,PayPal,1
15625904,No,PayPal,5
15654463,,PayPal,1
15774151,Yes,Credit Card,0
15693259,Yes,Credit Card,0
15642468,No,Bank Transfer,3
15758531,No,PayPal,3
15728352,No,Bank Transfer,4
15637240,Yes,Credit Card,1
15595588,No,PayPal,5
15778395,No,Credit Card,5
15711825,No,PayPal,1
15599251,Yes,PayPal,2
15570004,No,PayPal,1
15656912,,PayPal,3
15657342,Yes,PayPal,3
15716284,Yes,Credit Card,1
15672374,No,Bank Transfer,4
15732476,No,Credit Card,1
15747724,No,Credit Card,4
15633877,Yes,PayPal,0
15672516,Yes,Bank Transfer,1
15607827,Yes,Bank Transfer,2
15751336,Yes,Bank Transfer,1
15646539,Yes,Bank Transfer,3
15756901,Yes,Credit Card,2
15809286,No,Credit Card,0
15759021,,PayPal,2
15725039,Yes,PayPal,2
15579130,No,Bank Transfer,4
15754112,Yes,Credit Card,4
15735522,No,PayPal,4
15613326,Yes,PayPal,3
15739502,Yes,Bank Transfer,1
15670914,,Credit Card,4
15604073,No,PayPal,3
15806027,,Bank Transfer,4
15574886,Yes,PayPal,3
15707120,Yes,Bank Transfer,0
15800845,Yes,PayPal,2
15603914,Yes,Credit Card,5
15722765,Yes,Bank Transfer,1
15783305,Yes,PayPal,2
15574842,No,Bank Transfer,1
15607837,No,Credit Card,1
15714877,No,PayPal,2
15782941,No,PayPal,1
15630167,Yes,Bank Transfer,3
15759038,No,Bank Transfer,5
15661821,Yes,Bank Transfer,2
15728006,No,PayPal,5
15712176,No,PayPal,2
15689351,No,PayPal,0
15782247,Yes,PayPal,1
15769064,Yes,PayPal,2
15718153,No,Credit Card,5
15613189,Yes,PayPal,3
15661734,No,Credit Card,5
15592645,Yes,Credit Card,5
15768387,No,Bank Transfer,1
15792525,Yes,PayPal,1
15586976,Yes,Credit Card,1
15790659,Yes,PayPal,5
15691446,No,Bank Transfer,2
15772632,No,Bank Transfer,1
15706587,Yes,Credit Card,0
15572461,,Credit Card,3
15654409,Yes,Credit Card,4
15568025,Yes,PayPal,1
15715769,No,Bank Transfer,2
15667458,,PayPal,1
15567980,No,Credit Card,0
15679294,No,Credit Card,1
15606507,Yes,Bank Transfer,4
15578825,No,Bank Transfer,1
15619935,No,Credit Card,1
15636089,No,Bank Transfer,3
15727490,Yes,Credit Card,5
15591766,No,PayPal,1
15641629,No,Credit Card,5
,No,Credit Card,4
15756920,Yes,PayPal,0
15726403,No,Credit Card,4
15592765,No,Credit Card,4
15704442,No,Credit Card,2
15641136,No,Bank Transfer,5
15725818,Yes,Bank Transfer,2
15612071,No,PayPal,5
15719809,Yes,Credit Card,2
15716518,No,PayPal,0
15742210,Yes,Bank Transfer,5
15630617,Yes,Credit Card,4
15720838,No,Credit Card,2
15595537,Yes,Bank Transfer,4
15623196,Yes,Bank Transfer,1
15679249,Yes,Credit Card,1
15693199,Yes,PayPal,5
15661219,No,PayPal,3
15617136,No,Credit Card,5
15760294,Yes,PayPal,5
15652808,No,Bank Transfer,4
15657139,No,Credit Card,4
15803790,,Bank Transfer,3
15764105,Yes,Credit Card,5
15672610,No,Credit Card,3
15766896,No,Bank Transfer,3
15587735,No,Bank Transfer,4
15659501,No,Bank Transfer,0
15745001,Yes,Bank Transfer,2
15651140,Yes,PayPal,1
15571148,Yes,PayPal,1
15776824,No,Bank Transfer,3
15633141,Yes,Credit Card,0
15764174,Yes,PayPal,0
15778155,No,Credit Card,2
15715920,Yes,PayPal,2
15671917,Yes,Credit Card,2
15666548,No,PayPal,1
15625623,No,Credit Card,5
15748123,No,Bank Transfer,3
,No,Bank Transfer,1
15634974,No,PayPal,5
15713378,No,Credit Card,5
15753370,No,Credit Card,0
15782659,Yes,PayPal,5
15583364,No,Bank Transfer,3
15625942,No,Credit Card,5
15720284,Yes,Credit Card,1
15679642,No,Credit Card,5
15628007,No,Credit Card,0
15661974,Yes,Credit Card,4
15689341,Yes,Credit Card,3
15607993,No,Credit Card,5
15693267,No,PayPal,0
15769522,No,PayPal,1
15755825,No,Bank Transfer,2
15598175,No,Credit Card,1
15744327,Yes,Bank Transfer,1
15798666,Yes,PayPal,2
15577064,No,Credit Card,2
15759436,No,Credit Card,2
15690231,Yes,Bank Transfer,5
15751561,Yes,PayPal,1
15739068,No,PayPal,5
,No,PayPal,3
15742269,Yes,Credit Card,2
15726490,,Credit Card,1
15738411,Yes,Credit Card,1
15727919,Yes,PayPal,0
15709396,No,Credit Card,3
15654106,No,Credit Card,1
15621653,Yes,Credit Card,4
15598086,Yes,Bank Transfer,4
15752300,No,PayPal,0
15658693,No,PayPal,1
15631838,No,PayPal,0
15803804,Yes,PayPal,5
15578809,,Bank Transfer,0
15752026,Yes,PayPal,3
15723706,Yes,Bank Transfer,4
15752838,No,Bank Transfer,5
15569571,Yes,Bank Transfer,5
15769703,Yes,PayPal,3
15679770,No,PayPal,5
15791102,No,Credit Card,4
15655192,Yes,Bank Transfer,3
15709487,No,Credit Card,2
,Yes,Credit Card,4
15755178,No,Bank Transfer,4
15634772,No,PayPal,5
15617197,Yes,Bank Transfer,0
15631240,No,Credit Card,1
15784301,Yes,Credit Card,1
15631310,Yes,Bank Transfer,0
15756560,Yes,Bank Transfer,4
15732270,No,Credit Card,5
15739357,,Credit Card,4
15771540,No,Credit Card,1
15567486,Yes,Credit Card,2
15714634,No,Bank Transfer,5
15727021,Yes,Bank Transfer,2
15650670,Yes,PayPal,5
15711834,No,Bank Transfer,4
15729763,No,PayPal,1
15646566,Yes,Bank Transfer,1
15645463,Yes,Credit Card,4
15672144,Yes,Bank Transfer,1
15596088,No,Bank Transfer,3
15614878,Yes,PayPal,1
15635240,Yes,Bank Transfer,1
15775905,No,Credit Card,3
15700657,No,Bank Transfer,0
15611905,Yes,Bank Transfer,3
15652527,Yes,Credit Card,5
15785865,Yes,Bank Transfer,4
15645942,Yes,PayPal,1
15688691,No,PayPal,2
15592736,No,Credit Card,0
15673529,Yes,PayPal,2
15724145,Yes,Bank Transfer,1
15704629,Yes,Bank Transfer,2
15597896,Yes,Credit Card,5
15731790,No,Bank Transfer,3
15634719,Yes,PayPal,2
15703205,Yes,PayPal,1
15567333,Yes,Bank Transfer,3
15754537,Yes,PayPal,0
15612030,,PayPal,0
15573242,Yes,Credit Card,1
15601892,Yes,Credit Card,0
15663885,No,PayPal,0
15701096,No,PayPal,5
15710450,Yes,Bank Transfer,0
15790846,No,PayPal,3
,No,Credit Card,0
15755223,No,Credit Card,5
15787318,Yes,Bank Transfer,4
15737310,No,Credit Card,2
15763665,Yes,Credit Card,5
15668818,Yes,PayPal,2
15765812,Yes,Credit Card,4
15704844,No,Credit Card,1
15744582,No,PayPal,3
15616700,Yes,Credit Card,4
15683521,,PayPal,3
15583049,Yes,PayPal,3
15643752,No,Credit Card,0
15620398,No,Credit Card,5
15715707,No,Bank Transfer,4
15814209,No,Credit Card,5
15733768,No,Bank Transfer,1
,Yes,PayPal,5
15729412,Yes,Bank Transfer,2
15746564,No,PayPal,4
15588446,No,Bank Transfer,2
15665221,No,Credit Card,4
15640846,No,PayPal,5
,No,PayPal,1
15658360,No,Bank Transfer,4
15602735,Yes,Credit Card,5
15724834,,Credit Card,4
15800062,No,Bank Transfer,0
15685300,No,PayPal,4
15760102,Yes,Bank Transfer,4
15787026,Yes,Bank Transfer,1
15653696,Yes,Credit Card,1
15788946,No,Bank Transfer,3
15600724,No,Credit Card,3
15574324,Yes,PayPal,0
,Yes,PayPal,2
15775891,Yes,PayPal,1
15711789,No,PayPal,4
15600879,Yes,Bank Transfer,0
15681196,No,Credit Card,3
15716000,Yes,Credit Card,1
15766776,No,PayPal,0
15680278,No,PayPal,0
15688637,No,Credit Card,1
15591179,No,PayPal,0
15677435,No,PayPal,3
15698619,Yes,PayPal,5
15581036,No,Credit Card,0
15622117,No,Bank Transfer,5
15599301,,PayPal,1
15581548,Yes,Credit Card,1
15586870,Yes,Credit Card,2
15735263,No,Credit Card,4
15765322,No,Credit Card,2
15582944,Yes,PayPal,0
15687162,,Bank Transfer,2
15644962,No,PayPal,4
15612615,Yes,PayPal,1
15813439,Yes,Credit Card,5
15604544,No,Credit Card,4
15761348,No,PayPal,1
15785078,No,Bank Transfer,0
15759874,No,Credit Card,1
15643658,Yes,Bank Transfer,0
15713267,Yes,Credit Card,2
15737782,No,Credit Card,5
15815490,Yes,Credit Card,0
15679410,Yes,Credit Card,5
15756241,Yes,Credit Card,4
15688409,No,Bank Transfer,5
15742272,No,PayPal,2
15717898,Yes,Bank Transfer,1
,Yes,Credit Card,1
15635660,No,PayPal,4
15576723,Yes,Bank Transfer,4
15591577,Yes,Credit Card,1
15582325,Yes,Bank Transfer,0
15693947,No,Credit Card,0
15760446,No,Credit Card,3
15611105,No,Bank Transfer,4
15630920,Yes,Bank Transfer,5
,Yes,PayPal,1
15756472,Yes,Bank Transfer,4
15682890,No,Bank Transfer,1
15641994,Yes,Credit Card,2
15733297,Yes,Bank Transfer,3
,Yes,Bank Transfer,4
15725698,No,Bank Transfer,2
15813532,Yes,Credit Card,3
15576760,No,Bank Transfer,5
15732102,Yes,PayPal,3
15739046,Yes,Bank Transfer,2
15631927,Yes,Bank Transfer,1
15672115,No,PayPal,1
15618765,No,Credit Card,4
15679148,Yes,Credit Card,5
,No,Credit Card,0
15636999,No,Credit Card,2
15754261,Yes,PayPal,4
15629150,Yes,Bank Transfer,1
15736274,No,PayPal,3
15627697,Yes,PayPal,0
15721585,Yes,Bank Transfer,5
15639946,,PayPal,1
15792176,Yes,Credit Card,4
15699450,Yes,Credit Card,5
15729954,No,Credit Card,3
15600103,,Credit Card,4
15786200,No,PayPal,5
15797010,Yes,PayPal,1
15670172,No,PayPal,1
15627352,No,PayPal,0
15622494,No,Credit Card,5
15585835,No,Bank Transfer,1
15595071,No,Bank Transfer,3
15628203,No,Bank Transfer,5
15667190,No,Credit Card,5
15780212,No,Bank Transfer,5
15766869,No,Credit Card,4
15775741,Yes,Credit Card,5
15628170,Yes,Credit Card,4
15701318,Yes,PayPal,1
15710928,Yes,Bank Transfer,1
15682547,No,PayPal,2
15631170,Yes,Credit Card,4
15648702,Yes,Bank Transfer,4
15783444,No,Credit Card,2
15809178,No,PayPal,0
15806688,Yes,Bank Transfer,4
15576824,No,Bank Transfer,2
15675422,Yes,Credit Card,2
15681550,No,Bank Transfer,4
15812628,No,Credit Card,2
15597951,No,Bank Transfer,3
15807045,Yes,PayPal,1
15581748,No,PayPal,1
15770420,Yes,PayPal,0
15608230,Yes,Bank Transfer,0
15730339,,Bank Transfer,4
15712584,Yes,PayPal,5
15592816,No,Credit Card,2
15641480,Yes,PayPal,0
15708505,No,PayPal,1
15791131,No,Credit Card,4
15618225,No,Credit Card,5
,No,Credit Card,2
15662098,Yes,Credit Card,4
15723894,No,Credit Card,4
15787699,Yes,PayPal,2
15687738,No,Credit Card,1
15576126,No,Credit Card,2
15658889,No,PayPal,4
15667046,No,PayPal,5
15669957,Yes,Bank Transfer,2
15655794,No,PayPal,4
15599829,No,Credit Card,1
15753332,Yes,Bank Transfer,2
15671124,Yes,PayPal,0
,Yes,Bank Transfer,1
15720671,No,Credit Card,5
15626787,No,Bank Transfer,1
,No,PayPal,2
15579647,No,Credit Card,5
15625522,Yes,PayPal,0
15765806,No,PayPal,1
15566708,Yes,PayPal,5
15668347,No,Credit Card,1
15575214,No,PayPal,0
15591123,Yes,Credit Card,2
15573280,Yes,Credit Card,1
15589018,Yes,Credit Card,3
15654495,No,PayPal,1
15597265,No,Bank Transfer,3
15733876,Yes,Credit Card,3
15677217,No,PayPal,2
15747265,No,Credit Card,5
15713379,Yes,PayPal,2
15730433,Yes,Credit Card,1
15693347,Yes,PayPal,1
15715465,No,PayPal,1
15680736,No,Bank Transfer,0
15610765,Yes,PayPal,1
15650034,No,PayPal,5
15782468,No,Credit Card,3
15685109,Yes,Credit Card,1
15776233,No,Credit Card,4
15761141,Yes,PayPal,3
15781702,No,PayPal,1
15790235,No,Bank Transfer,5
15641416,Yes,Credit Card,3
15775234,No,Bank Transfer,1
15659475,No,PayPal,1
15642202,No,Bank Transfer,0
15771417,,Credit Card,5
15585100,Yes,Credit Card,1
15700487,No,PayPal,1
15726589,Yes,PayPal,1
15747503,No,Bank Transfer,2
15595883,Yes,Bank Transfer,4
15663826,Yes,Bank Transfer,0
15742820,Yes,Credit Card,2
15624793,No,PayPal,4
15597930,No,Credit Card,0
15665110,No,Bank Transfer,3
15770719,No,Credit Card,5
15731327,Yes,PayPal,1
15576044,No,Credit Card,1
15775662,Yes,Bank Transfer,1
15646817,Yes,Bank Transfer,0
15596060,No,Bank Transfer,2
,No,Credit Card,0
15636982,Yes,Bank Transfer,1
15751175,No,Credit Card,4
15618936,No,PayPal,1
15787529,Yes,Bank Transfer,2
15780128,Yes,PayPal,0
15615991,Yes,Credit Card,5
15757001,Yes,PayPal,5
15595388,No,Credit Card,1
15699550,Yes,Credit Card,4
15581620,No,Bank Transfer,2
15600934,No,Bank Transfer,4
15738672,No,Credit Card,5
15721307,No,Bank Transfer,4
15619280,No,Bank Transfer,4
15768244,Yes,PayPal,1
15806837,Yes,PayPal,1
15643496,No,Credit Card,4
15813916,No,PayPal,5
15626385,Yes,Credit Card,4
15603582,Yes,Bank Transfer,2
15764351,No,Credit Card,5
15667938,Yes,Credit Card,5
15576360,No,PayPal,5
15628813,No,Bank Transfer,3
15584190,No,Bank Transfer,1
15716449,,Credit Card,0
15759913,Yes,Credit Card,3
15701555,Yes,Bank Transfer,4
15758482,No,PayPal,5
15758171,No,PayPal,4
15680346,Yes,Credit Card,2
15649124,No,PayPal,1
15812917,Yes,Credit Card,2
15768455,Yes,PayPal,3
15703059,Yes,Bank Transfer,1
15646196,No,Bank Transfer,3
15585451,,PayPal,5
15714057,Yes,PayPal,0
15748473,Yes,Credit Card,4
15785782,Yes,Credit Card,3
15693233,,Credit Card,2
15757521,No,Credit Card,5
15812513,Yes,PayPal,4
15674950,No,Bank Transfer,4
15678572,No,Bank Transfer,4
15713608,Yes,PayPal,1
15579262,Yes,PayPal,5
15610426,Yes,PayPal,3
15776454,Yes,PayPal,3
15771483,No,PayPal,1
15648489,No,PayPal,3
15646609,No,PayPal,2
,Yes,Credit Card,5
15813067,No,Credit Card,2
15769829,No,Bank Transfer,1
15662434,No,Credit Card,1
15773503,,Credit Card,3
15705890,Yes,Bank Transfer,0
15711398,Yes,Bank Transfer,1
15752375,No,PayPal,1
15659175,No,PayPal,0
15597033,,PayPal,5
15590228,No,PayPal,5
15631848,No,Credit Card,5
15654211,No,Bank Transfer,1
15707968,Yes,Bank Transfer,2
15594084,Yes,Credit Card,1
15651093,Yes,Bank Transfer,1
15798824,No,PayPal,4
15671591,Yes,Credit Card,1
15707189,No,PayPal,2
15733581,No,Credit Card,0
15641640,Yes,Bank Transfer,0
,No,PayPal,5
15617866,No,Credit Card,0
15667751,Yes,Credit Card,5
15669411,Yes,Bank Transfer,2
15789425,No,Credit Card,0
15570943,No,PayPal,3
15685829,Yes,Credit Card,4
15721917,Yes,PayPal,1
,No,PayPal,1
15716024,No,Credit Card,1
15675328,No,Credit Card,2
15604314,Yes,Credit Card,2
15658339,Yes,Bank Transfer,4
15630402,No,Bank Transfer,2
15689616,No,PayPal,1
15774224,No,Credit Card,2
15701291,No,Bank Transfer,2
15719606,Yes,Bank Transfer,1
,No,Credit Card,0
15646859,Yes,Credit Card,4
15606836,No,Bank Transfer,5
15664150,No,PayPal,1
15624510,Yes,PayPal,1
15810944,Yes,Bank Transfer,2
15668575,Yes,Bank Transfer,0
15603246,No,PayPal,0
15804002,No,Bank Transfer,4
15728773,No,Credit Card,0
15598044,,Credit Card,3
15694829,No,Bank Transfer,2
15600575,No,Bank Transfer,0
15727311,,Credit Card,5
,Yes,Bank Transfer,4
15606274,Yes,Credit Card,5
,,Credit Card,4
15704987,No,PayPal,0
15628972,No,PayPal,0
15697686,No,Credit Card,5
15733883,Yes,Bank Transfer,4
15617482,Yes,PayPal,5
15704583,No,PayPal,4
15621083,No,Credit Card,0
15649487,Yes,Credit Card,4
15736760,No,PayPal,3
15714658,No,Credit Card,1
15599081,Yes,Credit Card,1
,Yes,Credit Card,4
15631159,Yes,PayPal,1
15792818,No,Bank Transfer,2
15633531,No,Bank Transfer,0
,No,PayPal,1
,No,Bank Transfer,2
15581198,No,Bank Transfer,5
15729054,No,Credit Card,4
15573452,No,PayPal,3
15776733,No,Credit Card,5
15724858,Yes,Credit Card,1
15713144,No,Credit Card,1
15690188,Yes,Credit Card,5
15689425,No,PayPal,4
15671766,Yes,Credit Card,1
15782806,Yes,Bank Transfer,1
15764419,Yes,Credit Card,3
15591915,No,Bank Transfer,0
15772798,Yes,Credit Card,2
15792008,No,PayPal,2
15715541,,PayPal,5
15639277,No,Bank Transfer,3
15798850,No,Credit Card,0
15776348,Yes,PayPal,0
15727696,Yes,Bank Transfer,3
15793813,No,PayPal,5
15694395,Yes,PayPal,2
15764195,Yes,Bank Transfer,2
15744919,No,Credit Card,1
15671655,No,Bank Transfer,3
15654901,Yes,Credit Card,3
15649136,Yes,Credit Card,1
15775562,No,Credit Card,0
15807481,No,Credit Card,3
15642885,Yes,Credit Card,4
15789109,Yes,Bank Transfer,2
15814004,No,Credit Card,5
15673619,Yes,Bank Transfer,3
15595135,No,Bank Transfer,1
15583681,No,PayPal,1
15605000,Yes,Credit Card,2
15718071,Yes,Credit Card,1
15679760,Yes,Bank Transfer,0
15654574,No,PayPal,0
15577178,No,Bank Transfer,0
15595324,Yes,PayPal,3
15756932,,PayPal,1
15726358,No,Credit Card,3
15595228,Yes,PayPal,3
15782530,Yes,PayPal,0
15592877,Yes,PayPal,1
15651983,No,Credit Card,3
15746737,No,PayPal,4
15774179,No,PayPal,5
15667265,No,Credit Card,1
15655123,Yes,Credit Card,4
15595917,Yes,Credit Card,3
15668385,Yes,PayPal,1
15709476,No,Credit Card,3
15711218,Yes,Credit Card,1
15798659,No,Bank Transfer,3
15663939,,Bank Transfer,1
15694946,Yes,PayPal,5
15631912,No,PayPal,1
15768816,No,Credit Card,2
15682268,Yes,Credit Card,4
15684801,Yes,Credit Card,5
15636428,No,PayPal,1
15809823,No,Credit Card,1
15699284,Yes,PayPal,2
15786993,No,Bank Transfer,2
15709441,No,PayPal,4
15710257,Yes,Bank Transfer,1
15582492,No,Credit Card,5
15575694,Yes,PayPal,1
15756820,No,PayPal,1
15766289,No,PayPal,1
15593014,Yes,Bank Transfer,1
15584545,No,Credit Card,4
15675949,No,Credit Card,2
15672091,,Bank Transfer,2
15801658,No,PayPal,4
15706185,No,Credit Card,3
15789863,No,Bank Transfer,4
,No,PayPal,2
,No,Credit Card,3
15665416,No,Bank Transfer,3
15660200,Yes,Bank Transfer,1
15619653,No,Credit Card,4
15773447,No,PayPal,2
15739160,Yes,PayPal,2
15689237,Yes,PayPal,1
15679297,No,PayPal,1
,Yes,PayPal,0
15642725,Yes,PayPal,1
15701962,Yes,Credit Card,4
15811613,No,Credit Card,5
15741049,No,PayPal,0
15724423,No,PayPal,2
15574305,Yes,Credit Card,2
15678168,No,PayPal,4
15697020,No,Bank Transfer,4
15610801,Yes,PayPal,2
15745232,Yes,Bank Transfer,1
15722758,Yes,Bank Transfer,3
15792102,Yes,Bank Transfer,2
15675185,Yes,PayPal,1
15801247,Yes,PayPal,5
15725660,No,PayPal,5
15638963,No,Bank Transfer,5
,No,Bank Transfer,1
15578006,No,Credit Card,3
15668504,Yes,Credit Card,1
15687491,No,PayPal,5
15610403,Yes,Credit Card,0
15741094,Yes,Bank Transfer,2
15807909,Yes,Bank Transfer,2
,No,PayPal,5
15617134,Yes,Bank Transfer,0
15783029,No,PayPal,5
15622833,No,PayPal,1
15746422,No,PayPal,5
15750839,Yes,PayPal,5
15749130,Yes,PayPal,3
15779862,Yes,Credit Card,1
15767871,No,PayPal,1
15679651,No,PayPal,2
15576219,No,PayPal,2
15699247,No,PayPal,4
15619087,Yes,Bank Transfer,1
15605327,Yes,PayPal,2
15610140,Yes,Credit Card,4
15791174,No,PayPal,0
15602373,No,PayPal,4
15762605,Yes,Bank Transfer,5
15598840,No,Credit Card,0
15744279,No,Bank Transfer,0
15670619,Yes,PayPal,1
15599533,Yes,Credit Card,1
15757837,No,Credit Card,0
15697574,No,Credit Card,4
15578738,Yes,Bank Transfer,2
15762228,No,PayPal,4
15614827,No,Credit Card,1
15789815,No,PayPal,3
15579781,Yes,PayPal,4
15587013,,Bank Transfer,2
15570932,No,Credit Card,5
,Yes,PayPal,2
15581654,Yes,Credit Card,4
15644296,No,PayPal,1
15614420,Yes,Bank Transfer,0
15609653,No,PayPal,1
15594577,Yes,Bank Transfer,2
15584114,No,PayPal,1
15673367,,Credit Card,1
15685576,Yes,Credit Card,0
,Yes,Credit Card,0
15694288,No,PayPal,1
15603319,No,Credit Card,2
15759066,No,Credit Card,2
15814816,Yes,Credit Card,4
15724402,Yes,Credit Card,1
15571059,No,Bank Transfer,4
15674206,Yes,Credit Card,5
15715160,No,PayPal,4
15730448,No,Credit Card,0
15662067,,Credit Card,1
15779581,Yes,PayPal,1
15662901,Yes,PayPal,2
15689751,Yes,Credit Card,1
15667742,Yes,Bank Transfer,1
15738448,Yes,PayPal,1
,Yes,PayPal,1
15745083,Yes,PayPal,1
15708228,No,Credit Card,5
15628523,No,PayPal,1
15708196,No,Credit Card,1
,No,Bank Transfer,3
15809347,No,Credit Card,5
15660866,Yes,Credit Card,2
15766609,,Bank Transfer,4
15654230,Yes,Credit Card,5
15794566,No,PayPal,1
15800890,Yes,PayPal,1
15697424,No,Credit Card,5
15724536,No,PayPal,2
15735878,Yes,Bank Transfer,2
15707596,,Bank Transfer,3
15657163,No,PayPal,0
15622478,No,Credit Card,0
15779529,No,Bank Transfer,3
15636023,Yes,Credit Card,4
15582066,No,PayPal,0
15666675,Yes,Bank Transfer,2
15732987,No,PayPal,4
15789432,Yes,Bank Transfer,1
15663161,No,Bank Transfer,2
15694879,Yes,Credit Card,5
15593715,Yes,PayPal,5
,Yes,Bank Transfer,2
15622171,Yes,PayPal,1
15795224,No,Bank Transfer,0
15685346,Yes,PayPal,0
15691808,Yes,Bank Transfer,1
15721007,Yes,PayPal,0
15794253,No,Credit Card,5
15694453,Yes,PayPal,4
15813113,Yes,PayPal,0
15614187,No,Credit Card,0
15619407,Yes,Bank Transfer,1
15646227,Yes,Bank Transfer,2
15660541,No,Bank Transfer,0
15753874,No,PayPal,1
15617877,No,Credit Card,1
15772073,No,Credit Card,5
15701537,No,Credit Card,3
15736228,No,Credit Card,1
15780572,Yes,PayPal,1
15769596,Yes,Credit Card,1
15586996,No,PayPal,2
15722061,No,Credit Card,3
15638003,Yes,Credit Card,2
,No,Credit Card,5
15730688,No,Credit Card,5
15753102,Yes,PayPal,3
15810075,Yes,Bank Transfer,1
15723373,No,PayPal,5
15795298,,PayPal,5
15584320,Yes,Credit Card,4
15724161,No,Credit Card,2
15750056,Yes,Bank Transfer,2
,Yes,Bank Transfer,4
15794493,Yes,PayPal,1
15569641,Yes,Credit Card,1
15815236,No,Bank Transfer,1
15811177,No,PayPal,0
15680587,Yes,PayPal,3
,Yes,PayPal,1
15767681,No,Bank Transfer,0
15600379,Yes,PayPal,0
15801336,No,PayPal,4
15721592,Yes,Bank Transfer,1
15581282,No,PayPal,1
15746203,No,Credit Card,2
15583137,No,Credit Card,3
15680752,No,Bank Transfer,2
15688172,No,Bank Transfer,0
15791373,No,Bank Transfer,1
15589449,No,PayPal,4
15692819,No,PayPal,0
15727467,Yes,PayPal,0
15734312,Yes,Bank Transfer,1
15764604,No,Bank Transfer,4
15613014,Yes,PayPal,1
15759684,Yes,Credit Card,0
15609669,Yes,Bank Transfer,2
15685536,No,Credit Card,1
15750447,No,PayPal,5
15663249,No,Credit Card,1
15638646,No,Credit Card,4
15734161,No,PayPal,1
15631070,Yes,PayPal,1
15761950,No,PayPal,4
15649668,Yes,Bank Transfer,4
15713912,No,Bank Transfer,4
15586757,No,Credit Card,1
15596522,No,PayPal,4
15625395,No,PayPal,3
15760570,Yes,Credit Card,3
15566689,Yes,Bank Transfer,2
15725794,No,Credit Card,1
15673539,No,Bank Transfer,0
15705298,No,PayPal,0
15675791,Yes,PayPal,4
15747043,Yes,PayPal,0
15736397,Yes,PayPal,0
15678201,Yes,Bank Transfer,0
15720745,Yes,Credit Card,5
15637593,No,Bank Transfer,3
15598070,No,Credit Card,2
15787550,No,Bank Transfer,1
15603942,Yes,PayPal,5
15733973,No,PayPal,0
15596761,Yes,Bank Transfer,4
15652400,Yes,Bank Transfer,2
15717893,Yes,Credit Card,3
15622585,No,Bank Transfer,2
15733964,,Credit Card,5
15753861,,Credit Card,4
15747097,No,Credit Card,3
15594762,Yes,PayPal,2
15667417,Yes,Credit Card,2
15684861,No,PayPal,1
15742204,Yes,Bank Transfer,4
15623502,Yes,Credit Card,2
15774872,Yes,PayPal,1
15611191,No,Credit Card,3
